,순위,mean,ISBN,상품명,저자,출판사,설명,관리분류,top_topic,topic_dist,topic_words
298,77.0,64.0,9788933871744,시간을 찾아드립니다,애슐리 윌런스/안진이,세계사,미국 행동과학 비즈니스 아마존 시간관리 세계 미래학자 다니엘 핑크 류혜정 카카오 엔터테인먼트 이승희 마케터 추천 매번 미라클 모닝 새벽 기상 퇴근 저녁 루틴 요즘 유행 관리 여유 확보 늘 연구 미국 행동과학 라이 스타 하버드 대학교 경영 대학원 교수 애슐리 윌런스 빈곤 양 오히려 사고방식 비롯,자기계발,9,"[(9, 0.28265076875686646), (10, 0.27718421816825867), (11, 0.16552360355854034), (2, 0.11810292303562164)]",시작 방법 처음 생활 마음
299,21.0,9.9,9788933871751,나의 아저씨 세트 (초판 에디션),박해영,세계사,백상예술대상 작품 극본 수상작 방송작가 드라마 부문 수상작 파울로 코엘료 류 이치 사카모토 세계 거장 극찬 종영 연속 넷플릭스 드라마 사람 인생 드라마 누군가 인생 외로움 아저씨 삭제 대본 작품집 종영 현재 누군가 인생 의미 드라마 영상 대본 역시 건물 내력 로써 증명 공기 세밀 지문 대사 대본 삶 얼마나 여실히 드라마 대본 소설 인물 묘사 영상 표현 대사 행동,예술,2,"[(2, 0.34447455406188965), (15, 0.21129804849624634), (5, 0.17812861502170563), (9, 0.17751847207546234)]",드라마 미국 만화 아마존 기념
300,33.0,32.6,9788933871805,무엇이 옳은가,후안 엔리케스/이경식,세계사,하버드 경영 대학원 교수 역임 종합 인문 교양 수업 뷰 강의 아마존 인문 이어령 교수 정재승 뇌 과학자 이기진 교수 국내 지성인 추천 그름 이슈 세계 지식인 주목 페미니즘 성 소수자 가난 계급 불평등 이슈 점점 사회 그름 싸움 귀결 서로 이념 가치 믿음 갈등 양상 점점 기존 사고 그름 판단,인문,12,"[(12, 0.3722609281539917), (11, 0.34748438000679016), (7, 0.13013537228107452), (8, 0.08729225397109985)]",철학 의미 이해 교수 통찰
301,43.0,43.0,9788933871874,인피니트 게임,사이먼 시넥/윤혜리,세계사,백만 뷰 골든 서클 이론 주인공 사이먼 시넥 통찰 출발 무한 경쟁력 경제 인사 추천 세례 일과 삶 면 영감 아마존 뉴욕타임스 경제 경영 게임 룰 결승 지점 유한 게임 플레이어 시장 결승선 경쟁자 규칙 심지어 승자 패자 무한 게임 이동 중심 유한 게임 방식 무한 게임 통용 무한 게임 무한 게임 전략 정답 규칙 성공 공식 기존 룰 변화 위기 상황 먼저 전략,경제 경영,11,"[(11, 0.32148781418800354), (10, 0.23129501938819885), (12, 0.18325699865818024), (2, 0.1262933760881424)]",사회 미래 변화 위기 코로나
302,73.0,72.5,9788934912064,묘법연화경,광우/정목,김영사,경 곧 부처님 몸 비구니계 역사 광 우스 유나 방송 정목 스님 정리 독송 용 법화경 금강경 화엄경 대승경전 경 경 초 행자 마음 수행자 고민 응답 궁극 가르침 묘법연화경 여러 번역본 운율 뜻 널리 태 광 우스 번역본 정목 스님 정리 불교 이론 통합 경전 대승 정신 구현 상생 경전 공덕 깨달음 지침,종교,5,"[(5, 0.3370846211910248), (8, 0.25368237495422363), (2, 0.1551613211631775), (0, 0.12929776310920715)]",인생 마음 감정 위로 경험
303,61.0,55.5,9788934914488,생각의 지도,리처드 니스벳/최인철,김영사,고대 중국 고대 그리스 전통 동양 서양 서로 자연환경 사회 구조 철학사 교육제도 매우 사고방식 방식 동양 좀더 종합 사고 부분 전체 주의 사물 독립 파악 사물 사물 통 파악 서양 분석 인 사고방식 사물 사람 자체 주의 형식 논리 규칙 사용 추리,인문,12,"[(12, 0.6035957932472229), (3, 0.20914959907531738), (0, 0.09460499882698059), (15, 0.02611829899251461)]",철학 의미 이해 교수 통찰
304,62.0,36.3,9788934916895,고요함의 지혜,에크하르트 톨레/진우기,김영사,고요함 힘 힘 내면 평화로움 고요함 평화로움 둘 생명 실체 변화 구원 힘 지혜,종교,5,"[(5, 0.5021218061447144), (16, 0.31787025928497314), (12, 0.031147237867116928), (9, 0.028348619118332863)]",인생 마음 감정 위로 경험
305,75.0,75.0,9788934917632,신화는 없다,이명박,김영사,신화 대통령 이명박 전문 경영인 샐러리맨 신화 인생 자전 공채 입사 사장 회장 경영인 회고 건설 회장 과정,경제 경영,10,"[(10, 0.5144243836402893), (5, 0.19135329127311707), (3, 0.12105505913496017), (15, 0.06441450119018555)]",유튜브 음악 기업 채널 클래식
306,79.0,79.0,9788934919766,문명의 붕괴,재레드 다이아몬드/강주헌,김영사,쓰나미 지진 자연재해 전쟁 인류 미래 위협 총 균 쇠 과거 문명 붕괴 과정 현대 사회 위기 과학 역사 접목 분석 문명 자멸,사회 정치,11,"[(11, 0.4682048559188843), (3, 0.26082104444503784), (12, 0.17213352024555206), (5, 0.019922487437725067)]",사회 미래 변화 위기 코로나
307,26.0,34.2,9788934927648,카를 융 기억 꿈 사상,칼 구스타프 융/조성기,김영사,카를 융 기억 꿈 사상 심리학 거장 삶 치유 영혼 의사 극도 카를 융 최후 자서전 생애 무의식 실현 역사 카를 융 융 제자 비서 엘라 야페 융 나이 가까이 대담 결과 엮 어진 자서전 융,인문,12,"[(12, 0.5660699009895325), (5, 0.30564406514167786), (6, 0.0349256657063961), (16, 0.03407459706068039)]",철학 의미 이해 교수 통찰
308,63.0,52.3,9788934930662,학문의 즐거움,히로나카 헤이스케/방승양,김영사,인내 끈기 하버드 박사학위 수학 노벨상 필드 학문 즐거움 업적 과정 인생 의미 깨달 수학 교수 고백,에세이,5,"[(5, 0.2733154296875), (7, 0.25752389430999756), (12, 0.22281211614608765), (15, 0.10856422036886215)]",인생 마음 감정 위로 경험
309,64.0,58.8,9788934939429,간송 전형필,이충렬,김영사,심 미안 품격 기준 선각자 간송 전형필 문화재 수집 문화 황금기 진경 복원 위창 오세창 박종화 청전 이상범 당대 화가 사 후원 암흑 식민지 조선 탐미 매혹 예술 꽃 인물 간송 만금 재산 젊음 서화 전적 골동 보존 개인 박물관 간송 미술관 세운 간송 전형필 일대기,역사,1,"[(1, 0.4355204403400421), (3, 0.25769945979118347), (12, 0.12247759103775024), (5, 0.08629371970891953)]",미술 작품 사진 예술 컬러
310,59.0,64.5,9788934940654,지리학이 중요하다,알렉산더 머피/김이재,김영사,지리학 위기 처 세계 해답 지리 문해 나라 미래 걱정 지식인 필독 최재천 생명 다양성 재단 이사장 미국 아프가니스탄 실패 빈곤 퇴치 제프리 삭스 프로젝트 사람 위기 자율 주행 지리 사고 이유 지리학 환경 장소 방식 조직 서로 연결 세계 이해 기초 당면 복합 해결 열쇠 기상이변 팬데믹 전쟁 경제 불평등 격변 지리학 통찰 해법,사회 정치,11,"[(11, 0.47686561942100525), (3, 0.29029208421707153), (12, 0.11073936522006989), (5, 0.04910745844244957)]",사회 미래 변화 위기 코로나
311,52.0,52.0,9788934940722,누니 주얼리 이야기,손누니,김영사,언제 주얼리 디자이너 손누 나답 일과 삶 열중 사람 마음 하나로 이름 누 주얼리 해외 명품 주얼리 사이 조명 브랜드 손누 이유 디자이너 손누니 삼청동 옥 누 주얼리 디자인 스텀 시스템 고객 층 단숨 현대 서울 현대 백화점 명품 부티크 매장 입점 창업 한남동 방과 쇼룸 결합 플래그 스토어 열 해외 명품 브랜드 주얼리 시장 브랜드 입지 다지 세계 디자인 공모전 디자인 어워드 본상 누 주얼리 세계 경쟁력 입증,에세이,10,"[(10, 0.3103056252002716), (2, 0.2085869461297989), (12, 0.15177999436855316), (4, 0.1256682425737381)]",유튜브 음악 기업 채널 클래식
312,54.0,36.0,9788934940746,판다 여행사,노하나 하루카/송지현,주니어김영사,인기 그림책 노하나 카 신작 판다 버스 타고 여행 곳곳 활동 각각 장소 동물 모야 짹짹 여행지 명물 퀴즈 여행지 판다 상상 수도 재미 구성 그림책 어린이 한번 만큼 무궁무진 상상력 즐거움 선사,유아,4,"[(4, 0.282752126455307), (9, 0.25619134306907654), (14, 0.21105548739433289), (15, 0.10936199873685837)]",아이 엄마 그림책 시인 마음
313,33.0,38.2,9788934942382,이상한 변호사 우영우 1,문지원,김영사,공개 즉시 넷플릭스 화제 드라마 부문 대만 일본 멕시코 홍콩 세계 개국 넷플릭스 톱 아시아 아메리카 유럽 이어진 글로벌 화 제작 변호사 우영 삭제 본집 우요일 감동 어가 피고인 존중 마음 여느 변호사 화 대사 사람 봄날 햇살 최수연 화 대사 고래 우영 인사 우영 김밥 등장 이슈 드라마 변호사 우영 본집 국내 시청률 개국 넷플릭스 콘텐츠 세계 곳곳 크게 화제 드라마,예술,2,"[(2, 0.8881822824478149), (15, 0.05350064858794212), (5, 0.023719772696495056), (12, 0.006752221379429102)]",드라마 미국 만화 아마존 기념
314,42.0,36.3,9788934942399,이상한 변호사 우영우 2,문지원,김영사,공개 즉시 넷플릭스 화제 드라마 부문 대만 일본 멕시코 홍콩 세계 개국 넷플릭스 톱 아시아 아메리카 유럽 이어진 글로벌 화 제작 변호사 우영 삭제 본집 우요일 감동 어가 피고인 존중 마음 여느 변호사 화 대사 사람 봄날 햇살 최수연 화 대사 고래 우영 인사 우영 김밥 등장 이슈 드라마 변호사 우영 본집 국내 시청률 개국 넷플릭스 콘텐츠 세계 곳곳 크게 화제 드라마,예술,2,"[(2, 0.9052087664604187), (15, 0.036474213004112244), (5, 0.023719772696495056), (12, 0.006752221379429102)]",드라마 미국 만화 아마존 기념
315,4.0,11.5,9788934942405,최소한의 이웃,허지웅,김영사,악의 선의 탐구 허지웅 전하 살기 가치 적의 호의 소음 평정 변치 결론 서로 사람 허지웅 롯 혼자 힘 버터 청년 시절 혼자 힘 자리 혈액암 일종 악성 림프종 끝내 팬데믹 휘 정치가 혼돈 지구촌 한편 전쟁 요즘 자주 물음 이외 별 방도 고 최소한 이웃 이웃 분노 불신 최소한 이웃 길 모색 투기,에세이,5,"[(5, 0.424058198928833), (12, 0.3585345149040222), (3, 0.0688043087720871), (11, 0.048952627927064896)]",인생 마음 감정 위로 경험
316,63.0,63.0,9788934942436,멜로가 체질 1,이병헌 /김영영,김영사,인생 드라마 제발 시즌 크리스마스 나혼집 멜로 체질 본집 본집 소식 포기 내내 염원 작품 주옥 대사 마음 명작 멜로 체질 삭제 본집 드라마 홈페이지 본집 내달 요청 쇄도 응답 숙고 끝 본집 이병헌 영영 드라마 면 가감 공개 인물 성격 그대로 말투 등장 욕설 지문 뜬금 감독 시문 현장 추가 장면 대사 배우 스태프 호흡 여과,예술,2,"[(2, 0.4382331967353821), (15, 0.2547827661037445), (9, 0.16831853985786438), (5, 0.054722025990486145)]",드라마 미국 만화 아마존 기념
317,55.0,55.0,9788934942481,화석맨,커밋 패티슨/윤신영,김영사,루시 인류 화석 아르 디 발견 과학자 모험 경쟁 휴먼 드라마 인류 기원 진화 고인류학 성과 아르디피테쿠스 라미 일명 아르 디 발굴 막후 편의 소설 인류 조상 오스트랄로피테쿠스 루시 인류 화석 아르 디 발굴 고인류학 맨해튼 프로젝트 정도 비밀 독점 연구 끝 공개 아르 디 사이언스 과학 성과 발굴 인류학자 팀 화이트 이듬해 타임 세계 영향력 인 이름,자연과학,7,"[(7, 0.5159932374954224), (15, 0.24908703565597534), (2, 0.0931074395775795), (11, 0.0724022388458252)]",과학 수학 뇌 지능 지식
318,77.0,77.0,9788934943020,나를 치유하면 세상이 치유된다,데보라 킹/사은영,김영사,치유 길 삶 방식 의미 소개 치유 패러다임 진실 치유 심화 과정 안내 에너지 힐링 실전 워 각자 치유 힘 에너지 힐링 실천 워 뉴욕타임스 변호사 에너지 힐러 데보라 킹 한국어 차크라 활용 테디 진실 치유 의식 확장 치유 내용 기초 심화 응용 처음 소개 여덟 상위 차크라 의식 확장 니시 방어기제 통찰 몸 마음 유형 반려동물 치유 부정 에너지 처리 공간 정화 그룹 치유 치유 호흡 명상 몇 단계 업그레이드 내용 구체 연습 전문 가이드라인 소개,건강 취미,5,"[(5, 0.27417659759521484), (0, 0.19987055659294128), (11, 0.15889102220535278), (10, 0.1006878912448883)]",인생 마음 감정 위로 경험
319,31.0,31.0,9788934943266,수학의 기쁨 혹은 가능성,김민형,김영사,수학 삶 김민형 교수 수학 강의 지식 라이브러리 굿모닝 굿나잇 수학 세계 수학자 김민형 교수 수학 공부 본질 기쁨 수학 안지 삶 지혜 배움 가치 임 효율 표현 수학 언어 매력 소개 피타고라스 정리 삼각함수 도구 활용 여러 수학 동네 뒷산 높이 지구 깊이 측정 음악 미술 발견 수학 공식 난제 평생 수학자 교과서 풀이 수학 문화 매력 수학 공부 기쁨 학자 연구자 미래 세대 굿모닝 굿나잇 시리즈 열,자연과학,7,"[(7, 0.43170034885406494), (12, 0.1338478922843933), (0, 0.09783308207988739), (13, 0.09695971012115479)]",과학 수학 뇌 지능 지식
320,77.0,77.0,9788934943402,곽재식의 유령 잡는 화학자,곽재식,김영사,귀신 심령사진 악령 인형 점성술 저승사자 온갖 두려움 정체 심야 괴담 괴심 파괴 곽재식 각종 괴담 미스터리 사건 진실 심야 괴담 과학 지식 무장 괴담 악역 자처 괴심 파괴 별명 곽재식 박사 신간 특유 입담 자랑 괴담 미스터리 사건 초자연현상 정면 두려움 정체 물귀신 심령사진 악령 인형 우물 기어 망령 엘리베이터 귀신 점성술 초자연현상 괴담 기사 과학 스푼 베일,자연과학,7,"[(7, 0.2821408212184906), (15, 0.1998816281557083), (11, 0.11862441152334213), (5, 0.0949595719575882)]",과학 수학 뇌 지능 지식
321,37.0,42.0,9788934943433,그림으로 보는 모든 순간의 과학,브라이언 클레그/이종필/애덤 댄트,김영사,물리학 화학 생명과학 지구과학 과학 거의 핵심 용어 과학 사전 경험 법칙 현상 그림책 면서 과학 수준 진입 장벽 획기 기존 과학 볼 과학 볼 현상 멀리 우주 지배 법칙 과학 법칙 현상 특색 아주 핵심 설명 마다 첫머리 과학 법칙 현상 유기 생동감 각각 법칙 현상 군더더기 설명 각각 부엌 시작 정원 광장 거리 교외 대륙 지구 태양계 우주 발 발 범위 간다,자연과학,7,"[(7, 0.5432857871055603), (9, 0.13327987492084503), (13, 0.11290048807859421), (12, 0.08602556586265564)]",과학 수학 뇌 지능 지식
322,75.0,40.8,9788934943440,식물분류학자 허태임의 나의 초록목록,허태임,김영사,식물 마음 제대로 절박 함 추적 풀 나무 부디 박준 시인 이름 며칠 박상진 경북 명예 교수 고규홍 나무 칼럼니스트 유미 국립 세종 수목원 박준 시인 추천 초록 노동자 규정 식물분류학 태임 박사 풀 나무 엮었다 국립 백두대간 수목원 땅 식물 연구 힘 제대로 신념 전국 산 강 누비 식물 사람 언어,자연과학,9,"[(9, 0.26586368680000305), (4, 0.19011636078357697), (12, 0.173091322183609), (13, 0.09553676098585129)]",시작 방법 처음 생활 마음
